question_id,parent_question_id,block_name,question_type,selector,answer_type,question_text,sub_item_text,full_question,options,num_options
QID29_r20,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","AUTONOMY (independent, free of others' control)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - AUTONOMY (independent, free of others' control)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r21,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.",EQUALITY (human rights and equal opportunity for all),"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - EQUALITY (human rights and equal opportunity for all)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r22,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","RECOGNITION (becoming notable, famous, or admired)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - RECOGNITION (becoming notable, famous, or admired)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r23,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.",TRADITION (showing respect for family and cultural values),"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - TRADITION (showing respect for family and cultural values)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r24,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","SUPERIORITY (defeating the competition, standing on top)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - SUPERIORITY (defeating the competition, standing on top)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r3,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","FORGIVENESS (pardoning others’ faults, being merciful)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - FORGIVENESS (pardoning others’ faults, being merciful)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r4,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","INFLUENCE (having impact, influencing people and events)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - INFLUENCE (having impact, influencing people and events)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r5,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","TRUST (being true to one’s word, assuming good in others)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - TRUST (being true to one’s word, assuming good in others)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r6,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","COMPETENCE (displaying mastery, being capable, effective)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - COMPETENCE (displaying mastery, being capable, effective)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r7,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.","HUMILITY (appreciating others, being modest about oneself)","Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - HUMILITY (appreciating others, being modest about oneself)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r8,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.",ACHIEVEMENT (reaching lofty goals),"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - ACHIEVEMENT (reaching lofty goals)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID29_r9,QID29,Personality,Matrix,Likert,ordinal,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.",ALTRUISM (helping others in need),"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - ALTRUISM (helping others in need)","[""Not Important to me 1"", ""2"", ""3"", ""4"", ""Quite Important to me 5"", ""6"", ""7"", ""8"", ""Highly Important to me 9""]",9
QID30_r1,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Organized,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Organized,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r2,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Efficient,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Efficient,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r3,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Systematic,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Systematic,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r4,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Practical,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Practical,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r5,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Disorganized,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Disorganized,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r6,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Sloppy,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Sloppy,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r7,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Inefficient,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Inefficient,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID30_r8,QID30,Personality,Matrix,Likert,ordinal,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,Careless,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you. - Careless,"[""Extremely inaccurate 1"", ""2"", ""3"", ""4"", ""Neither inaccurate nor accurate 5"", ""6"", ""7"", ""8"", ""Extremely accurate 9""]",9
QID31,QID31,Personality,MC,SAHR,categorical,Which of the following best describes your spending habits?,,Which of the following best describes your spending habits?,"[""Tightwad (difficulty spending money) 1"", ""2"", ""3"", ""4"", ""5"", ""About the same or neither 6"", ""7"", ""8"", ""9"", ""10"", ""Spendthrift (difficulty controlling spending) 11""]",11
QID32,QID32,Personality,MC,SAHR,categorical,"Some people have trouble limiting their spending: they often spend money - for example on clothes, meals, vacations - when they would do better not to. How well does the first description fit you? That is, do you have trouble limiting your spending?",,"Some people have trouble limiting their spending: they often spend money - for example on clothes, meals, vacations - when they would do better not to. How well does the first description fit you? That is, do you have trouble limiting your spending?","[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Always""]",5
QID33,QID33,Personality,MC,SAHR,categorical,"Other people have trouble spending money. Perhaps because spending money makes them anxious, they often don't spend money on things they should spend it on. How well does the second description fit you? That is, do you have trouble spending money?",,"Other people have trouble spending money. Perhaps because spending money makes them anxious, they often don't spend money on things they should spend it on. How well does the second description fit you? That is, do you have trouble spending money?","[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Always""]",5
QID34,QID34,Personality,MC,SAHR,categorical,"Following is a scenario describing the behavior of two shoppers. After reading about each shopper, please answer the question that follows. Mr. A is accompanying a good friend who is on a shopping spree at a local mall. When they enter a large department store, Mr. A sees that the store has a ""one-day-only-sale"" where everything is priced 10-60% off. He realizes that he doesn't need anything, yet can't resist and ends up spending almost $100 on stuff. Mr. B is accompanying a good friend who is on a shopping spree at a local mall. When they enter a large department store, Mr. B sees that the store has a ""one-day-only-sale"" where everything is priced 10-60% off. He figures that he can get great deals on many items that he needs, yet the thought of spending the money keeps him from buying the stuff. In terms of your own behavior, who are you more similar to, Mr. A or Mr. B?",,"Following is a scenario describing the behavior of two shoppers. After reading about each shopper, please answer the question that follows. Mr. A is accompanying a good friend who is on a shopping spree at a local mall. When they enter a large department store, Mr. A sees that the store has a ""one-day-only-sale"" where everything is priced 10-60% off. He realizes that he doesn't need anything, yet can't resist and ends up spending almost $100 on stuff. Mr. B is accompanying a good friend who is on a shopping spree at a local mall. When they enter a large department store, Mr. B sees that the store has a ""one-day-only-sale"" where everything is priced 10-60% off. He figures that he can get great deals on many items that he needs, yet the thought of spending the money keeps him from buying the stuff. In terms of your own behavior, who are you more similar to, Mr. A or Mr. B?","[""Mr. A 1"", ""2"", ""About the same or neither 3"", ""4"", ""Mr. B 5""]",5
QID35_r1,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I avoid accumulating lots of stuff,Please indicate your agreement with each of the following statements about yourself. - I avoid accumulating lots of stuff,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r10,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,The selection of things I own has been carefully curated,Please indicate your agreement with each of the following statements about yourself. - The selection of things I own has been carefully curated,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r11,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,It is important to me to be thoughtful about what I choose to own,Please indicate your agreement with each of the following statements about yourself. - It is important to me to be thoughtful about what I choose to own,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r12,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,My belongings are mindfully selected,Please indicate your agreement with each of the following statements about yourself. - My belongings are mindfully selected,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r2,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I restrict the number of things I own,Please indicate your agreement with each of the following statements about yourself. - I restrict the number of things I own,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r3,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,“Less is more” when it comes to owning things,Please indicate your agreement with each of the following statements about yourself. - “Less is more” when it comes to owning things,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r4,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I actively avoid acquiring excess possessions,Please indicate your agreement with each of the following statements about yourself. - I actively avoid acquiring excess possessions,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r5,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I am drawn to visually sparse environments,Please indicate your agreement with each of the following statements about yourself. - I am drawn to visually sparse environments,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r6,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I prefer simplicity in design,Please indicate your agreement with each of the following statements about yourself. - I prefer simplicity in design,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r7,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I keep the aesthetic in my home very sparse,Please indicate your agreement with each of the following statements about yourself. - I keep the aesthetic in my home very sparse,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r8,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I prefer leaving spaces visually empty over filling them,Please indicate your agreement with each of the following statements about yourself. - I prefer leaving spaces visually empty over filling them,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID35_r9,QID35,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I am mindful of what I own,Please indicate your agreement with each of the following statements about yourself. - I am mindful of what I own,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID36,QID36,Cognitive tests,MC,SAVR,ordinal,"Do you think that the following statement is true or false? ""A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.""",,"Do you think that the following statement is true or false? ""A 15-year mortgage typically requires higher monthly payments than a 30-year mortgage, but the total interest paid over the life of the loan will be less.""","[""True"", ""False""]",2
QID37,QID37,Cognitive tests,MC,SAVR,ordinal,"Imagine that the interest rate on your saving account was 1% per year and inflation was 2% per year. After 1 year, would you be able to buy:",,"Imagine that the interest rate on your saving account was 1% per year and inflation was 2% per year. After 1 year, would you be able to buy:","[""More than today with the money on this account"", ""Exactly the same as today with the money in this account"", ""Less than today with the money in this account"", ""Do not know""]",4
QID38,QID38,Cognitive tests,MC,SAVR,ordinal,"Normally, which asset described below displays the highest fluctuations over time?",,"Normally, which asset described below displays the highest fluctuations over time?","[""Savings account"", ""Stocks"", ""Bonds"", ""Do not know""]",4
QID39,QID39,Cognitive tests,MC,SAVR,ordinal,"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it would be possible to have less than $1,000 when you withdraw your money.""",,"Do you think that the following statement is true or false? ""If you were to invest $1,000 in a stock mutual fund, it would be possible to have less than $1,000 when you withdraw your money.""","[""True"", ""False""]",2
QID40,QID40,Cognitive tests,MC,SAVR,ordinal,"When an investor spreads their money among different assets, the risk of losing a lot of money:",,"When an investor spreads their money among different assets, the risk of losing a lot of money:","[""Increases"", ""Decreases"", ""Stays the same"", ""Do not know""]",4
QID41,QID41,Cognitive tests,MC,SAVR,ordinal,"Considering a long time period (for example 10 or 20 years), which asset described below normally gives the highest return?",,"Considering a long time period (for example 10 or 20 years), which asset described below normally gives the highest return?","[""Savings account"", ""Stocks"", ""Bonds"", ""Do not know""]",4
QID42,QID42,Cognitive tests,MC,SAVR,ordinal,"Do you think that the following statement is true or false? ""After age 70 and a half, you have to withdraw at least some money from your 401(k) plan or IRA.""",,"Do you think that the following statement is true or false? ""After age 70 and a half, you have to withdraw at least some money from your 401(k) plan or IRA.""","[""True"", ""False""]",2
QID43,QID43,Cognitive tests,TE,SL,text,"Suppose you owe $3,000 on your credit card. You pay a minimum payment of $30 each month. At an Annual Percentage Rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges? Enter a number of years, or ""never"" if the debt will never be eliminated.",,"Suppose you owe $3,000 on your credit card. You pay a minimum payment of $30 each month. At an Annual Percentage Rate of 12% (or 1% per month), how many years would it take to eliminate your credit card debt if you made no additional new charges? Enter a number of years, or ""never"" if the debt will never be eliminated.",,0
QID44,QID44,Cognitive tests,TE,SL,text,"Imagine that we roll a fair, six-sided die 1,000 times. Out of 1,000 rolls, how many times do you think the die would come up as an even number? Which is the most likely outcome? Enter a number from 0 to 1,000.",,"Imagine that we roll a fair, six-sided die 1,000 times. Out of 1,000 rolls, how many times do you think the die would come up as an even number? Which is the most likely outcome? Enter a number from 0 to 1,000.",,0
QID45,QID45,Cognitive tests,TE,SL,text,"In the BIG BUCKS LOTTERY, the chance of winning a $10.00 prize is 1%. What is your best guess about how many people would win a $10.00 prize if 1,000 people each buy a single ticket from BIG BUCKS? Enter a number from 0 to 1,000.",,"In the BIG BUCKS LOTTERY, the chance of winning a $10.00 prize is 1%. What is your best guess about how many people would win a $10.00 prize if 1,000 people each buy a single ticket from BIG BUCKS? Enter a number from 0 to 1,000.",,0
QID46,QID46,Cognitive tests,TE,SL,text,"If the chance of getting a disease is 20 out of 100, this would be the same as having a [blank]% chance of getting the disease. Enter a percentage from 0 to 100.",,"If the chance of getting a disease is 20 out of 100, this would be the same as having a [blank]% chance of getting the disease. Enter a percentage from 0 to 100.",,0
QID47,QID47,Cognitive tests,TE,SL,text,"In the ACME PUBLISHING SWEEPSTAKES, the chance of winning a car is 1 in 1,000. What percent of tickets of ACME PUBLISHING SWEEPSTAKES win a car? Enter a percentage from 0 to 100.",,"In the ACME PUBLISHING SWEEPSTAKES, the chance of winning a car is 1 in 1,000. What percent of tickets of ACME PUBLISHING SWEEPSTAKES win a car? Enter a percentage from 0 to 100.",,0
QID48,QID48,Cognitive tests,TE,SL,text,"If the chance of getting a disease is 10%, how many people would be expected to get the disease out of 1,000? Enter a number from 0 to 1,000.",,"If the chance of getting a disease is 10%, how many people would be expected to get the disease out of 1,000? Enter a number from 0 to 1,000.",,0
QID49,QID49,Cognitive tests,TE,SL,text,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets? Enter a number of minutes.",,"If it takes 5 machines 5 minutes to make 5 widgets, how long would it take 100 machines to make 100 widgets? Enter a number of minutes.",,0
QID50,QID50,Cognitive tests,TE,SL,text,A bat and ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost? Enter a number in dollars.,,A bat and ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost? Enter a number in dollars.,,0
